employee_id,age,department,education,years_exp,annual_income,credit_score,loan_amount,satisfaction,churned
11193,30,Marketing,Master's,11,35469,614,45746.92598684772,,0
11194,41,Engineering,Bachelor's,16,33500,726,22305.406858757502,4.0,1
11195,18,Engineering,Master's,0,44369,669,5326.016232662482,3.0,0
11196,43,Engineering,High School,23,85718,715,21753.44896279261,2.0,0
11197,37,Sales,Bachelor's,13,69498,735,17629.65039294998,4.0,0
11198,44,Marketing,High School,23,16525,598,12714.093560250683,4.0,0
11199,40,Marketing,Bachelor's,20,52745,628,3185.337614274276,5.0,1
11200,54,Operations,Master's,34,80608,645,13476.712462278578,4.0,0
11201,39,Marketing,High School,15,45802,638,1888.635248843471,4.0,0
11202,32,Marketing,Bachelor's,12,69883,686,2599.843236692806,4.0,0
11203,39,Engineering,Bachelor's,14,121462,729,,3.0,0
11204,44,Engineering,PhD,25,67119,709,9109.811975849025,4.0,0
11205,38,HR,High School,15,42175,607,64938.7827170676,4.0,0
11206,38,Sales,Bachelor's,14,67985,714,11778.338899525344,4.0,0
11207,29,HR,High School,10,39613,661,35455.78630466631,4.0,0
11208,30,Engineering,Bachelor's,10,36840,678,18888.734371272367,3.0,0
11209,21,Sales,Bachelor's,2,29411,551,30442.13219093535,,0
11210,58,Engineering,Master's,36,92785,758,7531.545971813536,4.0,0
11211,23,Engineering,Bachelor's,2,22224,574,71141.88024521366,4.0,0
11212,29,Engineering,Bachelor's,7,91073,670,18880.27233285879,4.0,0
11213,29,Engineering,Bachelor's,10,49016,680,44494.399663547585,2.0,0
11214,48,Marketing,High School,29,15684,674,11355.056022716575,3.0,0
11215,34,Engineering,Bachelor's,15,45278,632,2639.8843878400958,3.0,0
11216,52,Operations,PhD,32,10300,672,27999.344309391072,4.0,0
11217,29,Marketing,Master's,8,52854,597,1000.0,4.0,0
11218,41,Engineering,Master's,17,61767,729,,5.0,0
11219,27,Engineering,Master's,5,25452,622,5354.654176612972,3.0,0
11220,63,Sales,High School,40,39109,756,,1.0,1
11221,23,Engineering,Bachelor's,0,117300,672,97085.73460634363,4.0,0
11222,41,Finance,High School,19,26810,638,15609.32728673307,4.0,0
11223,45,Operations,Bachelor's,19,19238,622,42524.88881803012,4.0,0
11224,42,Engineering,High School,21,88344,747,17720.950356446825,,0
11225,35,Marketing,Bachelor's,16,117895,697,17121.54156669806,5.0,0
11226,36,Engineering,Master's,17,36396,688,66633.20785738053,2.0,1
11227,38,Sales,Master's,16,66627,670,55174.11692992015,5.0,0
11228,36,Marketing,Master's,17,81217,619,38521.18231791898,2.0,0
11229,49,Engineering,PhD,29,23260,653,8783.506869744167,4.0,0
11230,64,Engineering,High School,40,27141,654,19686.908907470355,4.0,0
11231,31,Sales,High School,10,76002,682,6336.758406501569,4.0,1
11232,21,Marketing,Master's,0,99808,632,14670.929307417382,3.0,1
11233,36,Engineering,Bachelor's,17,50905,711,16551.53792284683,3.0,0
11234,68,HR,Bachelor's,40,21420,693,44541.27434179219,,0
11235,28,Sales,Bachelor's,7,119639,702,,3.0,0
11236,57,Finance,Bachelor's,28,26407,703,13387.354414327938,1.0,1
11237,58,Engineering,Bachelor's,36,29700,734,1000.0,4.0,0
11238,31,Finance,Bachelor's,5,44596,644,49471.60232887823,4.0,1
11239,44,Sales,Bachelor's,21,92272,684,4787.448639030661,4.0,0
11240,57,Engineering,Master's,36,60620,649,24313.721681670966,2.0,1
11241,33,HR,Bachelor's,14,46579,637,1000.0,5.0,0
11242,35,Marketing,Bachelor's,13,47952,639,12750.085515881206,2.0,0
11243,31,Operations,Bachelor's,10,37276,654,106646.65997008247,5.0,0
11244,25,Engineering,Bachelor's,4,50761,634,2653.287016702596,4.0,0
11245,30,Sales,Master's,9,7960,651,13777.875947737793,4.0,0
11246,23,Marketing,Master's,2,30395,603,9173.542038647094,5.0,0
11247,38,Operations,Master's,18,41973,667,58870.16081238966,3.0,0
11248,28,Marketing,Bachelor's,7,18203,675,50878.93938584014,3.0,0
11249,40,Operations,Bachelor's,21,45788,692,6785.336843369404,4.0,0
11250,19,Operations,Bachelor's,0,32122,623,2116.8378993147903,3.0,0
11251,41,Engineering,Bachelor's,22,104118,703,24663.698946033117,4.0,0
11252,48,Finance,Bachelor's,29,93322,707,10250.714317930444,3.0,0
11253,18,Operations,Bachelor's,0,27460,587,27874.974803386493,5.0,0
11254,42,Engineering,Bachelor's,20,33173,644,1000.0,,0
11255,52,Marketing,Master's,32,34739,722,3579.4221780329094,1.0,1
11256,23,Sales,High School,4,27694,621,28988.711274276084,5.0,0
11257,58,Engineering,Master's,37,40823,652,5968.191863363144,3.0,0
11258,43,Engineering,High School,23,23041,735,48725.71842842138,3.0,0
11259,29,Engineering,High School,2,18428,631,,3.0,1
11260,37,Engineering,PhD,11,52766,607,6067.1435144731395,4.0,0
11261,44,Marketing,PhD,23,52982,670,163582.1184839925,,0
11262,38,Engineering,High School,18,22413,658,14188.2550998113,4.0,0
11263,44,Finance,Bachelor's,21,62144,759,30347.688397526836,2.0,0
11264,26,HR,Bachelor's,7,24860,589,5042.596106157263,5.0,0
11265,40,Engineering,Bachelor's,20,42272,712,,,0
11266,21,Sales,Master's,1,59409,705,32375.358959452577,3.0,0
11267,36,Sales,PhD,10,35590,623,9439.317430371859,4.0,0
11268,27,Operations,Bachelor's,8,47707,643,44137.25547668349,4.0,0
11269,29,Engineering,Bachelor's,8,26639,595,23121.784670107674,2.0,1
11270,52,Engineering,Bachelor's,29,32277,675,12321.491628616726,3.0,0
11271,51,Operations,Bachelor's,31,32095,686,20390.916479662053,1.0,1
11272,45,Operations,Master's,26,23203,696,21495.447180169187,5.0,0
11273,24,HR,Master's,0,32660,669,4524.120719959651,4.0,0
11274,34,HR,Bachelor's,13,14340,607,12884.749359052656,3.0,0
11275,52,Engineering,Bachelor's,31,27046,604,10518.171511740391,2.0,1
11276,39,Sales,Bachelor's,20,30609,663,12808.282358778337,4.0,0
11277,65,Engineering,High School,40,31141,716,35793.86368657278,4.0,0
11278,42,Engineering,Master's,22,31416,679,16470.499348093967,4.0,0
11279,40,Finance,Bachelor's,21,34994,656,70467.34671793038,5.0,0
11280,34,Engineering,Bachelor's,15,48419,673,8692.045211861721,4.0,0
11281,39,Marketing,Bachelor's,15,61372,739,13433.67133737001,4.0,0
11282,36,Operations,Master's,17,24591,668,38656.50915308184,3.0,1
11283,46,Engineering,High School,27,17642,653,19742.806317951898,5.0,0
11284,49,Operations,Master's,28,19433,651,19798.132220419095,3.0,0
11285,28,Operations,Master's,5,27110,624,1370.3862740778623,3.0,0
11286,22,Sales,PhD,3,29402,694,12712.361190013893,4.0,0
11287,18,Engineering,Bachelor's,0,22879,610,7892.909080272207,1.0,1
11288,44,Marketing,Bachelor's,25,16686,662,182897.70607033203,3.0,0
11289,24,Marketing,Bachelor's,5,27620,612,9217.064072487685,4.0,0
11290,18,Marketing,Bachelor's,0,40491,676,,3.0,0
11291,42,Engineering,Bachelor's,18,51897,755,28193.33569932816,3.0,0
11292,67,Operations,Bachelor's,40,25992,718,10422.622689880624,4.0,0
11293,37,Engineering,Bachelor's,18,28344,661,19606.047259476432,4.0,0
11294,48,HR,Master's,28,20826,674,45898.40836806011,2.0,1
11295,38,Engineering,High School,14,35636,561,53718.35388732116,5.0,0
11296,36,Sales,Bachelor's,17,21827,681,4370.5598982261145,1.0,1
11297,49,Operations,Master's,29,51219,704,10371.72243182078,4.0,0
11298,34,Engineering,Master's,15,12437,657,10207.597599985475,,0
11299,41,Engineering,Master's,21,29267,636,1073.8565525081522,4.0,0
11300,41,Sales,Master's,20,43506,659,22797.370193795734,3.0,0
11301,29,HR,Master's,8,40550,631,48244.532303393964,2.0,0
11302,49,HR,Bachelor's,29,182740,845,12014.459143139147,2.0,0
11303,35,Marketing,Bachelor's,15,44796,650,33680.29768657889,4.0,0
11304,28,Engineering,High School,9,19881,717,24701.41022595286,,0
11305,44,Operations,High School,24,34293,692,11776.053627637624,2.0,1
11306,27,Operations,Bachelor's,8,12509,574,,5.0,0
11307,38,Marketing,High School,15,34601,652,30888.638191918348,3.0,1
11308,37,Finance,Bachelor's,8,22030,607,48200.67973023902,4.0,1
11309,51,Marketing,Bachelor's,22,62895,606,28947.475010381353,3.0,0
11310,43,Marketing,High School,18,26115,720,1000.0,4.0,0
11311,37,Engineering,Master's,16,33858,687,6091.084048368191,4.0,0
11312,47,Marketing,High School,25,24801,691,1800.292326627764,4.0,1
11313,54,Sales,Master's,34,103085,757,21121.709491120226,3.0,0
11314,44,Engineering,Bachelor's,23,29949,614,35313.66681635569,3.0,0
11315,38,Marketing,Master's,18,109046,703,,4.0,0
11316,22,Finance,Master's,2,59189,685,45556.16083364298,2.0,0
11317,25,HR,Master's,2,48496,600,20270.635577428915,3.0,0
11318,34,Sales,Master's,15,45308,564,29277.075641638774,3.0,0
11319,30,Operations,High School,10,45994,647,88860.32999778302,3.0,0
11320,35,Engineering,PhD,9,11423,621,2184.767720835905,,0
11321,38,Sales,Master's,19,30720,667,57872.521283548675,5.0,0
11322,44,Finance,Master's,24,60300,725,3369.810284003977,4.0,0
11323,37,Sales,Master's,11,35265,675,12478.965659119896,4.0,0
11324,43,Marketing,Bachelor's,22,15629,666,47668.93966516847,3.0,0
11325,38,Engineering,Master's,17,35191,709,59179.22017558486,4.0,0
11326,18,Finance,Bachelor's,0,100958,620,17649.31051420601,,0
11327,26,Marketing,Bachelor's,6,76736,693,22541.497058521214,,0
11328,36,Finance,High School,12,34989,677,30787.654364885293,2.0,1
11329,23,Sales,Master's,2,64271,605,44707.93526576679,5.0,0
11330,45,Sales,High School,24,29146,611,3238.8021441100686,4.0,0
11331,56,Finance,Bachelor's,37,13064,654,,5.0,0
11332,52,Sales,Bachelor's,33,20854,656,16409.590483317264,1.0,1
11333,35,Marketing,Master's,7,92756,718,14974.278596237531,3.0,0
11334,55,Sales,Bachelor's,35,30810,670,13786.839793946561,2.0,1
11335,39,Finance,Bachelor's,18,31381,626,17793.554281119163,4.0,0
11336,33,Marketing,High School,14,30336,627,72533.54172646558,3.0,0
11337,30,Marketing,Master's,8,113832,751,19863.100639083463,5.0,0
11338,34,Engineering,PhD,7,96333,691,76534.80598890405,5.0,0
11339,33,Operations,Master's,12,137484,726,4970.120478902121,4.0,0
11340,40,Engineering,Bachelor's,21,33010,664,32196.18028999933,4.0,0
11341,39,Sales,Master's,18,43363,722,41814.706752413986,4.0,1
11342,38,Marketing,Bachelor's,15,14618,611,28417.88950335949,4.0,0
11343,43,Marketing,Bachelor's,23,88094,769,23343.69816067608,3.0,0
11344,52,Sales,Bachelor's,27,18021,676,20799.473804407702,4.0,0
11345,49,Engineering,Bachelor's,27,41359,680,49319.53363848287,5.0,0
11346,20,Sales,Master's,0,18800,715,43099.70719554556,3.0,0
11347,18,HR,Bachelor's,0,25506,578,3260.9394760015293,5.0,0
11348,49,Finance,Bachelor's,30,21974,663,47193.710393654736,1.0,1
11349,21,Engineering,Bachelor's,1,25217,572,13363.81485707165,3.0,0
11350,35,Finance,High School,16,26279,691,7315.5841806650815,2.0,1
11351,23,Sales,Bachelor's,0,26135,688,50961.054130990866,2.0,1
11352,18,Finance,Bachelor's,0,59874,714,14141.938063529476,5.0,0
11353,44,Sales,High School,22,18715,707,41304.02852898772,5.0,0
11354,47,Sales,Master's,27,41453,679,7642.879463360902,4.0,0
11355,31,Operations,Master's,12,75416,669,1000.0,5.0,0
11356,18,Finance,Master's,0,26691,554,17102.66390603598,3.0,0
11357,31,Marketing,Bachelor's,11,23605,722,2640.3541579132125,2.0,1
11358,42,Engineering,Master's,23,31624,690,35098.82966359818,4.0,0
11359,20,Marketing,PhD,0,73705,639,8076.691777080994,5.0,0
11360,40,Marketing,Master's,21,40801,727,14658.746537123632,1.0,0
11361,37,Engineering,Bachelor's,17,26404,616,2276.404064513683,5.0,0
11362,44,Engineering,Bachelor's,24,48548,703,8444.90150788531,4.0,0
11363,39,Finance,PhD,20,18743,648,38023.11530411433,5.0,0
11364,26,Engineering,Bachelor's,0,54656,669,4109.720207043746,3.0,0
11365,52,Sales,Bachelor's,33,46405,700,26043.483469053976,4.0,0
11366,36,Engineering,Bachelor's,17,30191,600,,4.0,0
11367,37,Marketing,High School,18,21957,656,28473.1071875288,5.0,0
11368,26,Engineering,PhD,3,21332,665,41653.075716691164,3.0,0
11369,32,Engineering,Bachelor's,12,50055,662,2884.475265212702,5.0,0
11370,27,HR,Bachelor's,6,75916,703,7216.45792065071,5.0,0
11371,35,Finance,Master's,16,24775,609,56235.316539413485,1.0,1
11372,58,Engineering,Bachelor's,39,47812,715,31390.918537289857,2.0,1
11373,21,Marketing,High School,1,10381,585,25510.316093607842,4.0,0
11374,18,Marketing,Bachelor's,0,25571,650,27248.753053935932,4.0,0
11375,55,Finance,Master's,30,35645,689,13369.44477060649,4.0,0
11376,35,HR,Bachelor's,16,21040,676,1139.4946537637527,2.0,1
11377,29,Sales,Master's,8,20704,676,38363.07849328251,4.0,0
11378,50,Sales,Bachelor's,24,24326,695,,4.0,0
11379,30,Finance,Bachelor's,10,43274,665,16004.594085457946,3.0,1
11380,59,Engineering,Bachelor's,35,32454,656,57504.60328233301,4.0,0
11381,46,Marketing,Bachelor's,27,9481,661,10242.840443389689,3.0,0
11382,32,Operations,Master's,5,10173,596,8714.896843437147,2.0,1
11383,63,HR,Master's,40,25232,686,51549.14344021414,4.0,0
11384,30,Sales,Bachelor's,3,47791,629,39862.21219485751,5.0,0
11385,46,Sales,Bachelor's,24,6984,614,18089.119034546733,,0
11386,41,Marketing,Master's,21,26907,585,3502.6738065188206,3.0,0
11387,53,Sales,Bachelor's,26,26482,646,6054.065294925114,3.0,0
11388,56,Sales,Bachelor's,37,83533,748,26694.41510373503,3.0,0
11389,38,Marketing,PhD,18,28824,605,12155.001670571055,4.0,0
11390,28,HR,Bachelor's,6,45697,649,45269.45841849838,4.0,0
11391,43,Finance,PhD,20,39527,747,,,0
11392,29,Engineering,Bachelor's,3,10113,655,40950.68374568572,5.0,0
11393,62,Marketing,Master's,40,57579,791,11852.11554932947,1.0,0
11394,39,Marketing,Bachelor's,16,41325,680,38860.30328247659,5.0,0
11395,33,HR,Bachelor's,10,49264,706,10825.083464815594,5.0,0
11396,40,Engineering,Bachelor's,21,382981,850,4571.044935360068,4.0,1
11397,21,Sales,Bachelor's,1,10399,584,1000.0,2.0,1
11398,26,Finance,Bachelor's,7,102213,586,12182.476934247838,4.0,1
11399,52,Marketing,Bachelor's,32,30562,735,58470.67514084664,4.0,0
11400,30,Operations,High School,0,43148,696,6827.60741939982,5.0,0
11401,25,Operations,Master's,3,35337,612,5782.958252927895,4.0,0
11402,44,Engineering,Bachelor's,22,28154,656,87515.04611426822,4.0,0
11403,52,Engineering,High School,22,25799,634,1000.0,5.0,0
11404,46,Operations,Bachelor's,26,44254,702,38519.044823632175,5.0,0
11405,49,Operations,High School,26,14613,708,9691.978843148354,4.0,0
11406,28,Engineering,Bachelor's,8,56973,591,1000.0,5.0,0
11407,20,Engineering,High School,0,28290,639,62465.7720047623,4.0,0
11408,56,Engineering,Master's,37,18434,677,3760.1770272461517,4.0,1
11409,34,Operations,High School,7,27722,640,20061.73744085379,4.0,0
11410,34,Engineering,Bachelor's,15,77210,710,8006.99832064741,4.0,0
11411,53,Sales,Master's,33,26338,679,1685.3744125465173,3.0,0
11412,44,Finance,Master's,21,45029,673,1280.2925919403679,4.0,1
11413,43,Engineering,High School,23,23421,656,3069.921753372878,4.0,0
11414,63,Sales,Master's,40,57225,764,1851.0420404118574,3.0,0
11415,30,Engineering,Bachelor's,10,54792,680,35736.11362760399,3.0,0
11416,49,Finance,Master's,26,110102,748,16617.21012588932,,0
11417,38,Engineering,Bachelor's,19,32684,613,10497.67573655201,4.0,0
11418,41,HR,Master's,22,54241,672,13547.972460875351,2.0,0
11419,56,Sales,PhD,36,38516,738,66108.13700000239,5.0,1
11420,44,Engineering,Bachelor's,24,79025,712,60408.35423300552,5.0,0
11421,44,Engineering,Bachelor's,25,23592,695,31441.06336667795,4.0,0
11422,50,Marketing,Bachelor's,30,56783,776,54001.62555726561,3.0,0
11423,33,Engineering,High School,13,32311,693,9628.625205880726,,0
11424,27,Finance,High School,8,34943,647,11995.665975848988,5.0,0
11425,25,Finance,High School,4,38370,618,23779.313612653543,3.0,0
11426,18,Marketing,Bachelor's,0,42249,531,24429.295227020513,2.0,0
11427,62,Sales,Bachelor's,40,33869,700,16430.018531251055,4.0,0
11428,24,Sales,Bachelor's,3,41308,626,12798.065983271215,4.0,0
11429,35,Finance,High School,13,93607,716,107041.52521398176,3.0,0
11430,34,Marketing,Bachelor's,14,65595,674,43026.509011285925,4.0,0
11431,41,Engineering,Master's,19,61174,674,14272.362511602543,4.0,0
11432,47,Engineering,Bachelor's,27,27630,604,32483.885082438745,,1
11433,48,Sales,Bachelor's,27,21299,633,7852.762620442015,4.0,0
11434,31,Marketing,Master's,12,64420,694,2638.716840553144,4.0,0
11435,35,Marketing,Master's,13,61428,743,10863.249170971923,5.0,0
11436,41,Engineering,Bachelor's,19,87869,704,12894.815142376618,3.0,0
11437,35,HR,Master's,16,25276,665,1000.0,3.0,0
11438,57,Engineering,Bachelor's,37,31642,737,42156.8942497869,5.0,1
11439,43,Engineering,Master's,13,13579,604,11125.689684598934,3.0,0
11440,46,Marketing,Bachelor's,26,28696,689,21712.41741215435,5.0,0
11441,45,Engineering,Bachelor's,24,66035,671,1921.0322639786832,2.0,0
11442,52,Sales,High School,26,27449,708,4809.2012179039475,2.0,1
11443,40,Marketing,Master's,18,53331,684,55112.36167528094,5.0,0
11444,22,Marketing,Bachelor's,1,32393,639,23456.22191827931,4.0,0
11445,42,Sales,Bachelor's,19,44109,641,75035.73688102541,4.0,0
11446,30,Engineering,Bachelor's,6,18240,654,167115.9810274991,3.0,0
11447,31,Engineering,Master's,11,38220,735,11624.80977583318,3.0,0
11448,45,Finance,Master's,25,6034,614,8874.162392884758,5.0,0
11449,52,Marketing,Bachelor's,32,32463,676,48860.970023697715,3.0,0
11450,38,Marketing,Bachelor's,9,13653,638,164486.96762129152,4.0,0
11451,41,Engineering,Bachelor's,19,74876,729,24832.07764821972,1.0,0
11452,58,Sales,Bachelor's,39,57898,701,39635.79967087506,3.0,0
11453,40,Sales,Master's,16,48050,557,38052.37774854946,4.0,1
11454,69,Sales,High School,40,90454,806,,5.0,0
11455,44,HR,Bachelor's,25,20550,696,21348.770741408895,4.0,0
11456,18,Engineering,Bachelor's,0,103612,613,44752.56225903402,4.0,0
11457,47,Engineering,Bachelor's,27,63533,680,29127.9286453299,,0
11458,42,Finance,Bachelor's,17,31510,721,1000.0,4.0,0
11459,53,Operations,Bachelor's,34,71780,783,10263.411224832618,4.0,0
11460,46,Engineering,High School,22,18698,696,3901.019440774093,3.0,0
11461,36,Sales,Bachelor's,15,22143,640,6630.806222686111,3.0,0
11462,23,Engineering,Bachelor's,4,25206,631,58976.1025345793,5.0,0
11463,35,Engineering,Bachelor's,6,26439,627,1000.0,1.0,1
11464,27,Marketing,High School,6,19265,672,6205.147361192759,2.0,1
11465,31,Engineering,Master's,11,75648,647,9260.993722155912,4.0,0
11466,45,HR,Bachelor's,25,31091,642,23985.441286006277,4.0,0
11467,58,Sales,Bachelor's,34,44869,744,19094.697193452932,4.0,0
11468,42,Engineering,Master's,22,25791,662,6156.130126423399,3.0,0
11469,23,Engineering,Master's,4,12181,672,4485.376635075219,5.0,0
11470,43,Finance,Bachelor's,24,42703,655,6755.814590916178,4.0,0
11471,52,Engineering,Bachelor's,32,11529,671,17455.481882895925,5.0,0
11472,30,Sales,Bachelor's,7,34850,604,7908.136321578943,1.0,1
11473,36,Marketing,Bachelor's,16,15978,645,73722.41073500362,3.0,1
11474,38,Sales,Bachelor's,19,119654,674,15584.242424052765,3.0,0
11475,28,Marketing,Master's,9,62743,648,,3.0,0
11476,45,Engineering,Master's,25,38694,623,,2.0,1
11477,36,Engineering,Bachelor's,9,77514,707,9968.889989982657,3.0,1
11478,43,Engineering,High School,23,21855,692,26496.012968761945,4.0,0
11479,27,Marketing,Bachelor's,0,50316,571,8198.521283361375,4.0,0
11480,32,Sales,Bachelor's,12,40940,710,21142.529994321187,4.0,0
11481,46,Engineering,High School,27,42549,787,36976.96886406779,1.0,0
11482,33,Engineering,Master's,8,77917,680,65780.26452181934,4.0,0
11483,58,Sales,Bachelor's,38,56358,695,,2.0,0
11484,33,Sales,Master's,11,43184,769,10193.828754491733,4.0,0
11485,40,Operations,Master's,9,13454,576,15602.95735638223,4.0,0
11486,49,Sales,Master's,30,20413,677,65492.34370007564,4.0,0
11487,20,Marketing,Bachelor's,1,33737,636,57913.76820476468,5.0,0
11488,18,Sales,Bachelor's,0,38408,684,2354.4232571223883,,1
11489,19,Operations,Bachelor's,0,18432,629,3537.068042097328,4.0,0
11490,53,Finance,Bachelor's,34,154354,771,,5.0,1
11491,31,Marketing,Bachelor's,12,90204,658,2818.561068071154,4.0,0
11492,68,Engineering,Bachelor's,40,52118,708,10600.181658820995,5.0,0
11493,31,Engineering,Bachelor's,8,37919,606,4015.529408317692,4.0,0
11494,40,Sales,Bachelor's,21,31973,669,25267.80708095992,4.0,0
11495,56,HR,Master's,36,20513,665,,4.0,1
11496,62,Sales,Bachelor's,40,38043,650,143102.97386267586,1.0,1
11497,62,Engineering,High School,40,42389,764,11759.737892134885,,0
11498,52,HR,Bachelor's,33,17239,659,22845.63415434178,5.0,0
11499,50,Finance,PhD,27,44378,638,48495.060349253334,4.0,0
11500,45,Engineering,Bachelor's,26,33085,671,3123.837852422637,1.0,1
